[2026-02-05 22:17:39,975] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:27:14,921] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:27:14,924] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:27:14,926] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:27:14,927] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:27:18,071] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:29:09,701] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:29:09,704] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:29:09,708] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:29:09,709] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:29:12,441] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:38:20,216] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:38:20,219] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:38:20,222] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:38:20,223] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:38:23,147] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:38:44,307] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:38:44,310] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:38:44,313] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:38:44,314] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:38:47,320] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:44:15,653] [INFO] ManceraBOT: [MODULE] dashboard: loaded
[2026-02-05 22:44:15,656] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
[2026-02-05 22:44:15,660] [INFO] ManceraBOT: [MODULE] infoaudit: loaded
[2026-02-05 22:44:15,661] [INFO] ManceraBOT: [MODULE] welcome: loaded
[2026-02-05 22:44:18,683] [INFO] ManceraBOT: Logged in as Mancera FamQ | Assistant#7881 (id=1427457928625000498)
[2026-02-05 22:55:06,817] [ERROR] ManceraBOT: [MODULE] dashboard: failed -> Extension 'modules.dashboard.dashboard' raised an error: IndentationError: unexpected indent (dashboard.py, line 105)
[2026-02-05 22:55:06,877] [INFO] ManceraBOT: [MODULE] discohook_local: loaded
